"Participant" "Activity" "Measurement" "Average"
"2842" "14" "SITTING" "tBodyAcc-std()-X" "-0.976302248148148"
"2843" "14" "SITTING" "tBodyAcc-std()-Y" "-0.914935703907407"
"2844" "14" "SITTING" "tBodyAcc-std()-Z" "-0.922774835740741"
"2845" "14" "SITTING" "tGravityAcc-mean()-X" "0.939038759814815"
"2846" "14" "SITTING" "tGravityAcc-mean()-Y" "-0.0364533962277778"
"2847" "14" "SITTING" "tGravityAcc-mean()-Z" "-0.0945970534814815"
"2848" "14" "SITTING" "tGravityAcc-std()-X" "-0.976280399444444"
"2849" "14" "SITTING" "tGravityAcc-std()-Y" "-0.95032266362963"
"2850" "14" "SITTING" "tGravityAcc-std()-Z" "-0.938415738148148"
"2851" "14" "SITTING" "tBodyAccJerk-mean()-X" "0.0741878844074074"
"2852" "14" "SITTING" "tBodyAccJerk-mean()-Y" "-0.00436185985848148"
"2853" "14" "SITTING" "tBodyAccJerk-mean()-Z" "-0.0105744513096296"
"2854" "14" "SITTING" "tBodyAccJerk-std()-X" "-0.980890655185185"
"2855" "14" "SITTING" "tBodyAccJerk-std()-Y" "-0.967828356296296"
"2856" "14" "SITTING" "tBodyAccJerk-std()-Z" "-0.976133383518519"
"2857" "14" "SITTING" "tBodyGyro-mean()-X" "-0.0440403326851852"
"2858" "14" "SITTING" "tBodyGyro-mean()-Y" "-0.0713478280925926"
"2859" "14" "SITTING" "tBodyGyro-mean()-Z" "0.0928523607037037"
"2860" "14" "SITTING" "tBodyGyro-std()-X" "-0.980829981481481"
"2861" "14" "SITTING" "tBodyGyro-std()-Y" "-0.962048191666667"
"2862" "14" "SITTING" "tBodyGyro-std()-Z" "-0.952904383518518"
"2863" "14" "SITTING" "tBodyGyroJerk-mean()-X" "-0.0921614578888889"
"2864" "14" "SITTING" "tBodyGyroJerk-mean()-Y" "-0.0434577295055556"
"2865" "14" "SITTING" "tBodyGyroJerk-mean()-Z" "-0.0520121608148148"
"2866" "14" "SITTING" "tBodyGyroJerk-std()-X" "-0.990284240185185"
"2867" "14" "SITTING" "tBodyGyroJerk-std()-Y" "-0.986911323888889"
"2868" "14" "SITTING" "tBodyGyroJerk-std()-Z" "-0.982819138888889"
"2869" "14" "SITTING" "tBodyAccMag-mean()" "-0.944197943703704"
"2870" "14" "SITTING" "tBodyAccMag-std()" "-0.92549582962963"
"2871" "14" "SITTING" "tGravityAccMag-mean()" "-0.944197943703704"
"2872" "14" "SITTING" "tGravityAccMag-std()" "-0.92549582962963"
"2873" "14" "SITTING" "tBodyAccJerkMag-mean()" "-0.976521006111111"
"2874" "14" "SITTING" "tBodyAccJerkMag-std()" "-0.973343388888889"
"2875" "14" "SITTING" "tBodyGyroMag-mean()" "-0.942756369259259"
"2876" "14" "SITTING" "tBodyGyroMag-std()" "-0.947081158333333"
"2877" "14" "SITTING" "tBodyGyroJerkMag-mean()" "-0.988317606666667"
"2878" "14" "SITTING" "tBodyGyroJerkMag-std()" "-0.986963989814815"
"2879" "14" "SITTING" "fBodyAcc-mean()-X" "-0.976456609259259"
"2880" "14" "SITTING" "fBodyAcc-mean()-Y" "-0.932644766111111"
"2881" "14" "SITTING" "fBodyAcc-mean()-Z" "-0.944126078888889"
"2882" "14" "SITTING" "fBodyAcc-std()-X" "-0.976303056851852"
"2883" "14" "SITTING" "fBodyAcc-std()-Y" "-0.911591208203704"
"2884" "14" "SITTING" "fBodyAcc-std()-Z" "-0.917678155296296"
"2885" "14" "SITTING" "fBodyAccJerk-mean()-X" "-0.981566649444444"
"2886" "14" "SITTING" "fBodyAccJerk-mean()-Y" "-0.968951769814815"
"2887" "14" "SITTING" "fBodyAccJerk-mean()-Z" "-0.97275196962963"
"2888" "14" "SITTING" "fBodyAccJerk-std()-X" "-0.981920831111111"
"2889" "14" "SITTING" "fBodyAccJerk-std()-Y" "-0.968943674259259"
"2890" "14" "SITTING" "fBodyAccJerk-std()-Z" "-0.978180020925926"
"2891" "14" "SITTING" "fBodyGyro-mean()-X" "-0.978577117592593"
"2892" "14" "SITTING" "fBodyGyro-mean()-Y" "-0.969806729814815"
"2893" "14" "SITTING" "fBodyGyro-mean()-Z" "-0.957020858888889"
"2894" "14" "SITTING" "fBodyGyro-std()-X" "-0.981573087222222"
"2895" "14" "SITTING" "fBodyGyro-std()-Y" "-0.958227403148148"
"2896" "14" "SITTING" "fBodyGyro-std()-Z" "-0.956028807962963"
"2897" "14" "SITTING" "fBodyAccMag-mean()" "-0.940589853333333"
"2898" "14" "SITTING" "fBodyAccMag-std()" "-0.929193937222222"
"2899" "14" "SITTING" "fBodyBodyAccJerkMag-mean()" "-0.972985342962963"
"2900" "14" "SITTING" "fBodyBodyAccJerkMag-std()" "-0.972959409444444"
"2901" "14" "SITTING" "fBodyBodyGyroMag-mean()" "-0.963320540555556"
"2902" "14" "SITTING" "fBodyBodyGyroMag-std()" "-0.946517963703704"
"2903" "14" "SITTING" "fBodyBodyGyroJerkMag-mean()" "-0.987324239259259"
"2904" "14" "SITTING" "fBodyBodyGyroJerkMag-std()" "-0.987065177777778"
"2905" "14" "LAYING" "tBodyAcc-mean()-X" "0.233275439803922"
"2906" "14" "LAYING" "tBodyAcc-mean()-Y" "-0.0113424652490196"
"2907" "14" "LAYING" "tBodyAcc-mean()-Z" "-0.0868333315509804"
"2908" "14" "LAYING" "tBodyAcc-std()-X" "-0.917501887333333"
"2909" "14" "LAYING" "tBodyAcc-std()-Y" "-0.909697040980392"
"2910" "14" "LAYING" "tBodyAcc-std()-Z" "-0.900331921686275"
"2911" "14" "LAYING" "tGravityAcc-mean()-X" "-0.145483631627451"
"2912" "14" "LAYING" "tGravityAcc-mean()-Y" "0.48539692745098"
"2913" "14" "LAYING" "tGravityAcc-mean()-Z" "0.83656291"
"2914" "14" "LAYING" "tGravityAcc-std()-X" "-0.862136937254902"
"2915" "14" "LAYING" "tGravityAcc-std()-Y" "-0.94877486372549"
"2916" "14" "LAYING" "tGravityAcc-std()-Z" "-0.90130385627451"
"2917" "14" "LAYING" "tBodyAccJerk-mean()-X" "0.098140384845098"
"2918" "14" "LAYING" "tBodyAccJerk-mean()-Y" "-0.00831507059607843"
"2919" "14" "LAYING" "tBodyAccJerk-mean()-Z" "-0.0323601505045098"
"2920" "14" "LAYING" "tBodyAccJerk-std()-X" "-0.971473557058824"
"2921" "14" "LAYING" "tBodyAccJerk-std()-Y" "-0.96812761745098"
"2922" "14" "LAYING" "tBodyAccJerk-std()-Z" "-0.972431855490196"
"2923" "14" "LAYING" "tBodyGyro-mean()-X" "0.00505221181607843"
"2924" "14" "LAYING" "tBodyGyro-mean()-Y" "-0.153423807745098"
"2925" "14" "LAYING" "tBodyGyro-mean()-Z" "0.149124058235294"
"2926" "14" "LAYING" "tBodyGyro-std()-X" "-0.957221015098039"
"2927" "14" "LAYING" "tBodyGyro-std()-Y" "-0.932499780588235"
"2928" "14" "LAYING" "tBodyGyro-std()-Z" "-0.952296965294118"
"2929" "14" "LAYING" "tBodyGyroJerk-mean()-X" "-0.105446637019608"
"2930" "14" "LAYING" "tBodyGyroJerk-mean()-Y" "-0.0372677398193922"
"2931" "14" "LAYING" "tBodyGyroJerk-mean()-Z" "-0.0566171868039216"
"2932" "14" "LAYING" "tBodyGyroJerk-std()-X" "-0.970274962745098"
"2933" "14" "LAYING" "tBodyGyroJerk-std()-Y" "-0.968042893529412"
"2934" "14" "LAYING" "tBodyGyroJerk-std()-Z" "-0.979711372941176"
"2935" "14" "LAYING" "tBodyAccMag-mean()" "-0.905978250196078"
"2936" "14" "LAYING" "tBodyAccMag-std()" "-0.856593119215686"
"2937" "14" "LAYING" "tGravityAccMag-mean()" "-0.905978250196078"
"2938" "14" "LAYING" "tGravityAccMag-std()" "-0.856593119215686"
"2939" "14" "LAYING" "tBodyAccJerkMag-mean()" "-0.972576392941176"
"2940" "14" "LAYING" "tBodyAccJerkMag-std()" "-0.966450909019608"
"2941" "14" "LAYING" "tBodyGyroMag-mean()" "-0.904665418431373"
"2942" "14" "LAYING" "tBodyGyroMag-std()" "-0.913433185882353"
"2943" "14" "LAYING" "tBodyGyroJerkMag-mean()" "-0.975621183137255"
"2944" "14" "LAYING" "tBodyGyroJerkMag-std()" "-0.964009921960784"
"2945" "14" "LAYING" "fBodyAcc-mean()-X" "-0.933936178235294"
"2946" "14" "LAYING" "fBodyAcc-mean()-Y" "-0.930366906078431"
"2947" "14" "LAYING" "fBodyAcc-mean()-Z" "-0.927882307058824"
"2948" "14" "LAYING" "fBodyAcc-std()-X" "-0.911972655156863"
"2949" "14" "LAYING" "fBodyAcc-std()-Y" "-0.905221049156863"
"2950" "14" "LAYING" "fBodyAcc-std()-Z" "-0.894055710980392"
"2951" "14" "LAYING" "fBodyAccJerk-mean()-X" "-0.972010709215686"
"2952" "14" "LAYING" "fBodyAccJerk-mean()-Y" "-0.969342124313725"
"2953" "14" "LAYING" "fBodyAccJerk-mean()-Z" "-0.968593195686275"
"2954" "14" "LAYING" "fBodyAccJerk-std()-X" "-0.973491388039216"
"2955" "14" "LAYING" "fBodyAccJerk-std()-Y" "-0.969113291372549"
"2956" "14" "LAYING" "fBodyAccJerk-std()-Z" "-0.97491443"
"2957" "14" "LAYING" "fBodyGyro-mean()-X" "-0.949959040588235"
"2958" "14" "LAYING" "fBodyGyro-mean()-Y" "-0.938087898235294"
"2959" "14" "LAYING" "fBodyGyro-mean()-Z" "-0.949107162941176"
"2960" "14" "LAYING" "fBodyGyro-std()-X" "-0.959740488627451"
"2961" "14" "LAYING" "fBodyGyro-std()-Y" "-0.929955407058824"
"2962" "14" "LAYING" "fBodyGyro-std()-Z" "-0.957790479803922"
"2963" "14" "LAYING" "fBodyAccMag-mean()" "-0.899463668843137"
"2964" "14" "LAYING" "fBodyAccMag-std()" "-0.859606047058823"
"2965" "14" "LAYING" "fBodyBodyAccJerkMag-mean()" "-0.96798859627451"
"2966" "14" "LAYING" "fBodyBodyAccJerkMag-std()" "-0.963607433921569"
"2967" "14" "LAYING" "fBodyBodyGyroMag-mean()" "-0.930151731176471"
"2968" "14" "LAYING" "fBodyBodyGyroMag-std()" "-0.917760104901961"
"2969" "14" "LAYING" "fBodyBodyGyroJerkMag-mean()" "-0.966455343137255"
"2970" "14" "LAYING" "fBodyBodyGyroJerkMag-std()" "-0.963666018039216"
"2971" "14" "WALKING" "tBodyAcc-mean()-X" "0.271959598644068"
"2972" "14" "WALKING" "tBodyAcc-mean()-Y" "-0.0217785380966102"
"2973" "14" "WALKING" "tBodyAcc-mean()-Z" "-0.106756369135593"
"2974" "14" "WALKING" "tBodyAcc-std()-X" "-0.402639098135593"
"2975" "14" "WALKING" "tBodyAcc-std()-Y" "-0.0536126686650847"
"2976" "14" "WALKING" "tBodyAcc-std()-Z" "0.0518841040022034"
"2977" "14" "WALKING" "tGravityAcc-mean()-X" "0.802973961525424"
"2978" "14" "WALKING" "tGravityAcc-mean()-Y" "-0.270314822881356"
"2979" "14" "WALKING" "tGravityAcc-mean()-Z" "-0.422495268474576"
"2980" "14" "WALKING" "tGravityAcc-std()-X" "-0.974816884237288"
"2981" "14" "WALKING" "tGravityAcc-std()-Y" "-0.954455935762712"
"2982" "14" "WALKING" "tGravityAcc-std()-Z" "-0.947516969830508"
"2983" "14" "WALKING" "tBodyAccJerk-mean()-X" "0.0720877913452542"
"2984" "14" "WALKING" "tBodyAccJerk-mean()-Y" "0.024116023559322"
"2985" "14" "WALKING" "tBodyAccJerk-mean()-Z" "0.0199723036949153"
"2986" "14" "WALKING" "tBodyAccJerk-std()-X" "-0.454497019661017"
"2987" "14" "WALKING" "tBodyAccJerk-std()-Y" "-0.344339569152542"
"2988" "14" "WALKING" "tBodyAccJerk-std()-Z" "-0.472791088644068"
"2989" "14" "WALKING" "tBodyGyro-mean()-X" "-0.00347655062271186"
"2990" "14" "WALKING" "tBodyGyro-mean()-Y" "-0.0829682847966102"
"2991" "14" "WALKING" "tBodyGyro-mean()-Z" "0.0513222717627119"
"2992" "14" "WALKING" "tBodyGyro-std()-X" "-0.60038822220339"
"2993" "14" "WALKING" "tBodyGyro-std()-Y" "-0.0148392604279661"
"2994" "14" "WALKING" "tBodyGyro-std()-Z" "-0.12609080020339"
"2995" "14" "WALKING" "tBodyGyroJerk-mean()-X" "-0.110656054802153"
"2996" "14" "WALKING" "tBodyGyroJerk-mean()-Y" "-0.0438969529084746"
"2997" "14" "WALKING" "tBodyGyroJerk-mean()-Z" "-0.0388825919508475"
"2998" "14" "WALKING" "tBodyGyroJerk-std()-X" "-0.571759911525424"
"2999" "14" "WALKING" "tBodyGyroJerk-std()-Y" "-0.536737701694915"
"3000" "14" "WALKING" "tBodyGyroJerk-std()-Z" "-0.497187687966102"
"3001" "14" "WALKING" "tBodyAccMag-mean()" "-0.144404671779661"
"3002" "14" "WALKING" "tBodyAccMag-std()" "-0.36380562779661"
"3003" "14" "WALKING" "tGravityAccMag-mean()" "-0.144404671779661"
"3004" "14" "WALKING" "tGravityAccMag-std()" "-0.36380562779661"
"3005" "14" "WALKING" "tBodyAccJerkMag-mean()" "-0.377293155084746"
"3006" "14" "WALKING" "tBodyAccJerkMag-std()" "-0.439746918474576"
"3007" "14" "WALKING" "tBodyGyroMag-mean()" "-0.137208741864407"
"3008" "14" "WALKING" "tBodyGyroMag-std()" "-0.201401930542373"
"3009" "14" "WALKING" "tBodyGyroJerkMag-mean()" "-0.519895046779661"
"3010" "14" "WALKING" "tBodyGyroJerkMag-std()" "-0.606103313898305"
"3011" "14" "WALKING" "fBodyAcc-mean()-X" "-0.421498172542373"
"3012" "14" "WALKING" "fBodyAcc-mean()-Y" "-0.174601844847458"
"3013" "14" "WALKING" "fBodyAcc-mean()-Z" "-0.177366434042373"
"3014" "14" "WALKING" "fBodyAcc-std()-X" "-0.395859985762712"
"3015" "14" "WALKING" "fBodyAcc-std()-Y" "-0.0542709972186441"
"3016" "14" "WALKING" "fBodyAcc-std()-Z" "0.0854892136933898"
"3017" "14" "WALKING" "fBodyAccJerk-mean()-X" "-0.472360616779661"
"3018" "14" "WALKING" "fBodyAccJerk-mean()-Y" "-0.376766600508475"
"3019" "14" "WALKING" "fBodyAccJerk-mean()-Z" "-0.415899179152542"
"3020" "14" "WALKING" "fBodyAccJerk-std()-X" "-0.484797709830508"
"3021" "14" "WALKING" "fBodyAccJerk-std()-Y" "-0.353526894237288"
"3022" "14" "WALKING" "fBodyAccJerk-std()-Z" "-0.528889535084746"
"3023" "14" "WALKING" "fBodyGyro-mean()-X" "-0.508595851864407"
"3024" "14" "WALKING" "fBodyGyro-mean()-Y" "-0.215894949525424"
"3025" "14" "WALKING" "fBodyGyro-mean()-Z" "-0.212925759152542"
"3026" "14" "WALKING" "fBodyGyro-std()-X" "-0.630082075932203"
"3027" "14" "WALKING" "fBodyGyro-std()-Y" "0.0832950551222034"
"3028" "14" "WALKING" "fBodyGyro-std()-Z" "-0.180232949016949"
"3029" "14" "WALKING" "fBodyAccMag-mean()" "-0.373516771016949"
"3030" "14" "WALKING" "fBodyAccMag-std()" "-0.457490009491525"
"3031" "14" "WALKING" "fBodyBodyAccJerkMag-mean()" "-0.431591453389831"
"3032" "14" "WALKING" "fBodyBodyAccJerkMag-std()" "-0.453426008983051"
"3033" "14" "WALKING" "fBodyBodyGyroMag-mean()" "-0.311386449661017"
"3034" "14" "WALKING" "fBodyBodyGyroMag-std()" "-0.265504551525424"
"3035" "14" "WALKING" "fBodyBodyGyroJerkMag-mean()" "-0.591036936101695"
"3036" "14" "WALKING" "fBodyBodyGyroJerkMag-std()" "-0.65567766220339"
"3037" "14" "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" "0.293422115555556"
"3038" "14" "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" "-0.0200141413657778"
"3039" "14" "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" "-0.0928330165533333"
"3040" "14" "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" "0.0178313402266667"
"3041" "14" "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" "0.378870491755556"
"3042" "14" "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" "0.451576075111111"
"3043" "14" "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" "0.81629643"
"3044" "14" "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" "-0.264254674666667"
"3045" "14" "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" "-0.392555882222222"
"3046" "14" "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" "-0.919098794"
"3047" "14" "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" "-0.920725940666667"
"3048" "14" "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" "-0.879565316666667"
"3049" "14" "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" "0.0428631626711111"
"3050" "14" "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" "0.0291339421022222"
"3051" "14" "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" "0.0104952601188889"
"3052" "14" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" "0.0129597549231111"
"3053" "14" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" "0.192791766468889"
"3054" "14" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" "-0.133634060621778"
"3055" "14" "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" "-0.0147079653333333"
"3056" "14" "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" "-0.0945288409066667"
"3057" "14" "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" "0.0353344537555556"
"3058" "14" "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" "-0.354551638377778"
"3059" "14" "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" "0.0569902222622222"
"3060" "14" "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" "0.356198597177778"
"3061" "14" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" "-0.108620377713333"
"3062" "14" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" "-0.0740589810844444"
"3063" "14" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" "-0.0615978795422222"
"3064" "14" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" "-0.537002097555556"
"3065" "14" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" "-0.284318020488889"
"3066" "14" "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" "0.0913857550044444"
"3067" "14" "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" "0.185537706866667"
"3068" "14" "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" "0.428405922622222"
"3069" "14" "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" "0.185537706866667"
"3070" "14" "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" "0.428405922622222"
"3071" "14" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" "0.0353601375466667"
"3072" "14" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" "0.194708838913556"
"3073" "14" "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" "0.166340011842444"
"3074" "14" "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" "-0.0665144570666667"
"3075" "14" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" "-0.275120883488889"
"3076" "14" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" "-0.274744003577778"
"3077" "14" "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" "0.0212541553977778"
"3078" "14" "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" "0.3714824704"
"3079" "14" "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" "0.280735952206667"
"3080" "14" "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" "0.0140826092322222"
"3081" "14" "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" "0.29363389996"
"3082" "14" "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" "0.427563832371111"
"3083" "14" "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" "-0.0337820458644444"
"3084" "14" "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" "0.164775056133333"
"3085" "14" "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" "-0.0248789805888889"
"3086" "14" "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" "-0.0302396365755556"
"3087" "14" "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" "0.138737970022222"
"3088" "14" "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" "-0.244857128202222"
"3089" "14" "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" "-0.295315541666667"
"3090" "14" "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" "0.0132082347333333"
"3091" "14" "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" "0.492414379822222"
"3092" "14" "WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" "-0.378882872733333"
"3093" "14" "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" "0.0741391154937778"
"3094" "14" "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Z" "0.182794696328889"
"3095" "14" "WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" "0.471905155133333"
"3096" "14" "WALKING_DOWNSTAIRS" "fBodyAccMag-std()" "0.178684580868889"
"3097" "14" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" "0.186223478065556"
"3098" "14" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-std()" "0.194263424111111"
"3099" "14" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean()" "-0.0787568406777778"
"3100" "14" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-std()" "-0.223927430580444"
"3101" "14" "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean()" "-0.254747132274667"
"3102" "14" "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-std()" "-0.356849425488889"
"3103" "14" "WALKING_UPSTAIRS" "tBodyAcc-mean()-X" "0.26242106612963"
"3104" "14" "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" "-0.0204388180024074"
"3105" "14" "WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" "-0.112279688983333"
"3106" "14" "WALKING_UPSTAIRS" "tBodyAcc-std()-X" "-0.309396717592593"
"3107" "14" "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" "0.307195533"
"3108" "14" "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" "0.609017879074074"
"3109" "14" "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" "0.688256122222222"
"3110" "14" "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" "-0.322680364814815"
"3111" "14" "WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" "-0.49508872037037"
"3112" "14" "WALKING_UPSTAIRS" "tGravityAcc-std()-X" "-0.928523640925926"
"3113" "14" "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" "-0.907231431296296"
"3114" "14" "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" "-0.875450819074074"
"3115" "14" "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" "0.0803303022222222"
"3116" "14" "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" "-0.0183131159944444"
"3117" "14" "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" "0.00344199486481481"
"3118" "14" "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" "-0.368780418888889"
"3119" "14" "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" "-0.336427181240741"
"3120" "14" "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" "-0.327868814314815"
"3121" "14" "WALKING_UPSTAIRS" "tBodyGyro-mean()-X" "0.0813841685037037"
"3122" "14" "WALKING_UPSTAIRS" "tBodyGyro-mean()-Y" "-0.123499570044444"
"3123" "14" "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" "-0.0441381886666667"
"3124" "14" "WALKING_UPSTAIRS" "tBodyGyro-std()-X" "-0.454283337592593"
"3125" "14" "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" "0.476518714444444"
"3126" "14" "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" "0.564875818162963"
"3127" "14" "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" "-0.128266667862963"
"3128" "14" "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" "-0.0207749732407407"
"3129" "14" "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" "-0.0137237620296296"
"3130" "14" "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" "-0.646611034444444"
"3131" "14" "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" "-0.371479721296296"
"3132" "14" "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" "-0.359816626703704"
"3133" "14" "WALKING_UPSTAIRS" "tBodyAccMag-mean()" "0.140108204051852"
"3134" "14" "WALKING_UPSTAIRS" "tBodyAccMag-std()" "-0.0197686685018519"
"3135" "14" "WALKING_UPSTAIRS" "tGravityAccMag-mean()" "0.140108204051852"
"3136" "14" "WALKING_UPSTAIRS" "tGravityAccMag-std()" "-0.0197686685018519"
"3137" "14" "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" "-0.28366383592037"
"3138" "14" "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" "-0.337086266574074"
"3139" "14" "WALKING_UPSTAIRS" "tBodyGyroMag-mean()" "0.365779419444444"
"3140" "14" "WALKING_UPSTAIRS" "tBodyGyroMag-std()" "0.299975979851852"
"3141" "14" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" "-0.399921949557407"
"3142" "14" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" "-0.485819293703704"
"3143" "14" "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" "-0.323508442240741"
"3144" "14" "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" "0.0163939234574074"
"3145" "14" "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" "0.191693742633333"
"3146" "14" "WALKING_UPSTAIRS" "fBodyAcc-std()-X" "-0.304980247962963"
"3147" "14" "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" "0.356072772037037"
"3148" "14" "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" "0.687124163703704"
"3149" "14" "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" "-0.383497147037037"
"3150" "14" "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" "-0.347606639592593"
"3151" "14" "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" "-0.264008468333333"
"3152" "14" "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" "-0.41096787037037"
"3153" "14" "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" "-0.371572473072222"
"3154" "14" "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" "-0.391077873148148"
"3155" "14" "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" "-0.441048358648148"
"3156" "14" "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" "0.118687692187963"
"3157" "14" "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" "0.196703218737037"
"3158" "14" "WALKING_UPSTAIRS" "fBodyGyro-std()-X" "-0.464742933888889"
"3159" "14" "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" "0.646233637037037"
